955
-13.289625 62.854111 23.664068
-133.448837 -10.371849 101.498741
-50.767235 78.716644 36.286690
-107.282639 59.523796 74.026070
-83.515106 62.517467 7.460196
-35.444862 85.553391 31.533192
-106.812798 16.819839 123.677216
-91.592560 -48.933105 -0.543572
-58.937328 -138.546829 107.771957
-71.195366 16.358782 95.649933
-138.694199 4.903975 66.728096
50.774170 15.458374 63.694458
-29.344355 -144.540451 118.366631
17.300850 -140.324219 115.628502
-8.902462 -133.320740 121.600281
32.787704 -137.986557 110.582062
42.409081 -134.338440 116.398796
-72.883186 -134.416275 104.648392
14.872634 -133.850296 113.415176
-59.828484 -128.041870 92.656563
-55.078587 -130.926743 97.869568
-15.718062 -129.916855 116.104057
3.192867 -129.738190 113.664192
-95.799988 64.775391 22.920345
-5.526722 -126.942039 110.251526
8.944015 -128.173767 118.115051
-135.277908 -3.184600 46.774166
-91.386261 -14.386842 116.886261
71.119690 5.505050 69.155487
-46.436634 -130.420135 99.335152
21.091063 -127.730484 120.942535
29.736715 -126.351639 123.549301
41.390919 -125.180473 122.459297
28.715677 -120.979813 126.736610
-114.936462 11.092996 123.122276
107.481461 -127.056999 87.525917
-36.346935 -123.972458 97.986908
-22.332672 -122.653503 92.577766
17.029692 -117.333115 124.291786
50.353527 -119.064964 122.173935
-20.867552 4.955605 32.196720
6.413951 -115.550728 120.438683
-77.017509 56.683052 85.715446
30.105175 -113.738754 125.658615
-15.292069 -3.617794 82.446159
52.371925 -9.506880 94.821198
30.324188 -11.314628 102.030586
-71.331497 -106.521507 77.532692
23.353386 -104.894203 129.107239
102.831612 -46.493885 17.951273
26.655298 13.872575 75.734573
112.348923 -111.080925 85.411575
-26.472412 95.922913 23.418930
37.925739 -106.428093 129.601730
103.320915 -28.842258 36.873402
-1.878499 116.973618 -3.280875
103.143227 -106.535858 80.713921
-45.530155 -107.507530 101.352448
-18.563519 -103.723984 95.848625
9.959709 -106.711945 127.346107
3.308083 -4.115406 93.238640
65.200150 -1.552252 87.253136
89.307503 -10.206450 70.350151
2.748048 12.741496 56.323933
3.088866 -103.776978 123.858101
7.554501 -94.534401 125.382156
25.673834 -94.847557 129.659424
118.723007 -98.219246 78.711830
-126.881340 29.317919 46.702637
-75.198906 43.037979 25.025179
-45.819355 -93.301849 103.393417
-23.538319 -90.305222 99.463852
20.538332 -85.504677 133.458908
35.125534 -93.369446 128.133835
-35.117519 -104.554535 102.403847
-36.919865 -0.555550 80.140236
42.072887 -6.662453 96.256355
-66.798141 -86.981834 101.773743
-56.023529 -76.943481 106.977173
-24.918036 -74.682602 102.065598
30.414448 -80.546631 132.970200
43.015892 -84.530418 129.816711
3.915664 -84.424927 128.533142
35.938900 -76.351578 129.229004
-25.681040 -10.641765 87.311234
-39.792950 -74.339279 105.884254
41.132633 18.155748 53.021305
-68.608284 -74.744461 108.309639
-44.432343 -65.196480 104.279968
6.975064 -70.942604 131.297668
-7.614673 -15.203877 97.393280
18.635483 -6.373339 97.718971
-109.234871 2.545946 121.304840
-29.145247 -63.782501 104.228149
-118.352524 -20.250534 77.859886
-2.424740 -70.005104 132.047745
20.009441 -72.044846 130.893524
-84.785286 -72.709717 106.226936
-80.412277 -80.474281 103.180862
-72.366455 -63.135975 107.810577
-128.189240 -47.789768 68.061989
-36.037964 -64.316750 107.281433
28.149853 -61.403450 130.273926
63.813755 -57.548870 115.158173
65.195961 -23.483221 99.252594
-14.780184 108.739273 11.036535
-100.150551 82.947014 -13.496319
17.239811 -53.032295 129.852509
-94.606445 -76.791344 99.400993
-123.694702 -51.368473 34.519672
-29.484104 99.048500 18.209843
-53.468304 -64.759346 109.212013
-18.775879 104.523903 16.702694
-63.229107 -60.184944 109.832451
